company_name,job_role,job_location,salary_pa,skills,company_rating,standardized_job_role
BABDE,Senior Full Stack Developer,India,1300000.0,"TensorFlow, CI/CD, Image processing, Azure, React",,Full-Stack Developer
Thoughtwin,Mern Stack,Indore,0.0,"Node.js, Software troubleshooting, React, English, Analysis skills",3.3,Full-Stack Developer
PrimaFelicats Pvt. Ltd,MEAN Stack Developer,Noida,342000.0,"Statistics, Node.js, CSS, Software troubleshooting, React",,Full-Stack Developer
[x]cube LABS,MERN Stack Developer,Hyderābād,3600000.0,"CI/CD, Node.js, React, Kubernetes, Software deployment",4.4,Full-Stack Developer
[x]cube LABS,Full Stack Developer,Hyderābād,0.0,"Web design, CI/CD, Node.js, CSS, React",4.4,Full-Stack Developer
PlaceUp,Full Stack Developer,Gujarat,0.0,"Go, Node.js, Software troubleshooting, React, Kubernetes",,Full-Stack Developer
Indus Net Technologies,Java Fullstack Developer,Calcutta,550000.0,"Jira, CI/CD, Azure, Go, React",4.2,Full-Stack Developer
The Liechtenstein Cryptoassets Exchange,Backend Web Developer & Automation Expert,Gurgaon,500000.0,"Node.js, SQL, PHP, JavaScript, REST",4.1,Full-Stack Developer
Eminence Technology,Team Lead - MERN Stack Development,Mohali,1250000.0,"Node.js, React, Web development, Enterprise Software, Git",3.9,Full-Stack Developer
The Liechtenstein Cryptoassets Exchange,Senior Full Stack Developer,Gurgaon,500000.0,"CI/CD, Azure, Node.js, Software troubleshooting, React",4.1,Full-Stack Developer
Primafelicitas,Full Stack Developer-MEAN STACK,Noida,4200000.0,"Azure, Node.js, CSS, React, Kubernetes",4.0,Full-Stack Developer
[x]cube LABS,Java Full Stack Developer,Hyderābād,4800000.0,"CI/CD, SSO, Go, CSS, React",4.4,Full-Stack Developer
Softura,IoT Full Stack Developer,Chennai,550000.0,"Authentication, Azure, Node.js, Internet of things, Big data",3.6,Full-Stack Developer
Indus Net Technologies,Senior Fullstack Backend Developer,Calcutta,850000.0,"Azure, Node.js, React, Test automation, NoSQL",4.2,Full-Stack Developer
TechGrit,TECHNICAL LEAD - MERN STACK,India,0.0,"Node.js, CSS, Customer service, Mobile applications, English",3.7,Full-Stack Developer
Helius Technologies,Senior Full Stack Developer (PHP Laravel /Shopify API),India,0.0,"MVC, Kubernetes, Web development, Git, English",4.2,Full-Stack Developer
Helius Technologies,Senior Fullstack Engineer,India,0.0,"Azure, CSS, React, Kubernetes, Web development",4.2,Full-Stack Developer
Cadence Management,Senior Full Stack Web Developer (Team Lead – Fintech Solutions),India,1800000.0,"CI/CD, Authentication, Azure, Node.js, CSS",,Full-Stack Developer
WadzPay,Full Stack - Tech Lead,India,0.0,"Management, Node.js, CSS, Software troubleshooting, React",2.9,Full-Stack Developer
Purple Austyn Technologies,Python Full Stack Engineer,Remote,0.0,"Google Cloud Platform, JavaScript, Natural language processing, AI, TypeScript",,Full-Stack Developer
Commure + Athelas,Fullstack Engineer (International),Karnataka,0.0,"React, Kubernetes, English, Information security, Docker",3.2,Full-Stack Developer
Onevega system India Pvt Ltd,Full Stack Engineer,Remote,950000.0,"Azure, Node.js, MongoDB, AWS, Database management",,Full-Stack Developer
Lodgiq,Senior Full Stack Engineer,Remote,2400000.0,"Software troubleshooting, React, J2EE, Java, Microservices",,Full-Stack Developer
Capital Placement Services,Web Designer For IT Company in Gurgaon,Gurgaon,1500000.0,"Microsoft Powerpoint, Microsoft Word, Typography, Microsoft Excel, Microsoft Office",,Full-Stack Developer
Illumine Industries,Junior Software Developer - Full stack,Chennai,549000.0,"React, NoSQL, SQL, AWS, Analysis skills",4.5,Full-Stack Developer
NCS Pte Ltd.,Full Stack Developer,India,0.0,"Oracle, Software troubleshooting, English, Analysis skills, PostgreSQL",3.3,Full-Stack Developer
WTW,Web Application Pen tester,Mumbai,777000.0,"Penetration testing, Operating systems, CSS, Information security, Databases",3.9,Full-Stack Developer
ECGiT,Front-end Web Developer,Pune,500000.0,,5.0,Full-Stack Developer
BigSpire Software,Web Developer - Freshers,India,0.0,Communication skills,3.9,Full-Stack Developer
CrackleCode Pvt. Ltd.,Web Designer cum Frontend Developer,Remote,240000.0,"Web design, Adobe Photoshop, CSS, Bootstrap, WordPress",,Full-Stack Developer
Global University Systems,Web Developer,Hyderābād,300000.0,"Web design, AJAX, Node.js, CSS, English",3.2,Full-Stack Developer
Engineers Cradle,Frontend (Next.js) Developer Internship,India,30000.0,"CSS, Software troubleshooting, React, Responsive web design, JavaScript",,Full-Stack Developer
Stack Console,React / Next.js Developer,Remote,0.0,"React, JavaScript",4.8,Full-Stack Developer
Mahaveer Soft Solutions,Junior Web Developer/Designer,Hyderābād,400000.0,"CSS, XML, Communication skills, HTML",1.0,Full-Stack Developer
Calanjiyam Consultancies and Technologies,Web Development Intern,Remote,12000.0,"AJAX, CSS, React, Web development, English",,Full-Stack Developer
HTML MY DESIGN,Intern Web Developer,Remote,102000.0,"WordPress, Graphic design, Adobe XD, Front-end development, Figma",,Full-Stack Developer
Webmart Services,Web Developer,Remote,168000.0,"WordPress, Web development, PHP, Figma, HTML",,Full-Stack Developer
Unison Consulting Pte Ltd,"Frontend Developer(React.js -18, Next.js - 14)",Remote,2500000.0,"CSS, Software troubleshooting, React, JavaScript, REST",4.6,Full-Stack Developer
Mahandeo Technologies,Wix Velo - Web Developer,Remote,324000.0,"Web development, English, Hindi, Communication skills",,Full-Stack Developer
OSMOS Multimedia Pvt Ltd,Junior Web Developer,Mumbai,0.0,"CSS, SQL, PHP, JavaScript, HTML",,Full-Stack Developer
Zeta Global,Web Developer,Hyderābād,800000.0,"Adobe Dreamweaver, Adobe Photoshop, CSS, Bootstrap, Adobe Illustrator",3.5,Full-Stack Developer
Arnis Tech Inc.,Web Developer Trainee,Chennai,350000.0,"Adobe Dreamweaver, CSS, Java, PHP, C++",,Full-Stack Developer
Paktolus,Web Developer,Remote,0.0,"CSS, Bootstrap, React, Web development, Git",4.4,Full-Stack Developer
Aganitha AI,Web Developer,Hyderābād,4800000.0,"CSS, React, DevOps, Databases, JavaScript",3.9,Full-Stack Developer
Mdigitz,Junior Web Developer,Cochin,0.0,React,,Full-Stack Developer
Aerchain,Web Developer,Remote,90000.0,"Web design, Branding, CSS, Responsive web design, JavaScript",,Full-Stack Developer
WebMobi 360,Web Developer Intern,Remote,6000.0,English,,Full-Stack Developer
Cedar Information Technology,Web Developer,Remote,0.0,"CSS, WordPress, Git, JavaScript, HTML",4.2,Full-Stack Developer
Savit Interactive,Web Developer,India,500000.0,"CSS, Bootstrap, React, WordPress, Git",,Full-Stack Developer
IFS India Mercantile,Web Developer,Pune,450000.0,"CSS, Bootstrap, PHP, JavaScript, Angular",4.6,Full-Stack Developer
Aganitha Cognitive Solutions Pvt Ltd,Web Developer,Hyderābād,0.0,"CSS, React, DevOps, Databases, JavaScript",,Full-Stack Developer
Compileinfy Technology Solutions,Full Stack Developer,Hyderābād,1800000.0,"Cloud architecture, Node.js, CSS, React, NoSQL",,Full-Stack Developer
Zgrow Solutions Private Limited,React Full Stack Developer,Remote,137500.0,"Node.js, Software troubleshooting, React, Mobile applications, JavaScript",,Full-Stack Developer
Repac,Intern Web Developer,Bengaluru,108000.0,"CSS, WordPress, Responsive web design, JavaScript, HTML",,Full-Stack Developer
Blownfuse Softlabs India Private limited,Full Stack Developer,Remote,450000.0,"Azure, Node.js, Software troubleshooting, React, Web development",,Full-Stack Developer
Rapyd,React Frontend Developer with Full Stack Experience,Remote,0.0,"CSS, React, Software deployment, PHP, JavaScript",,Full-Stack Developer
Aeonaxis Softech,Web Developer,Lucknow,0.0,"PHP, Scripting, MySQL",,Full-Stack Developer
Infynno Solutions,Frontend Developer (React/NextJs + Tailwind CSS),Ahmedabad,4200000.0,"CSS, React, AWS, JavaScript, UX",5.0,Full-Stack Developer
Evgateway,MERN Stack Developer,Hyderābād,500000.0,"Node.js, CSS, Software troubleshooting, React, Git",,Full-Stack Developer
Gammastack,Next Js Developer,Bengaluru,1050000.0,"Node.js, CSS, React, Express.js, JavaScript",,Full-Stack Developer
Vision Mechatronics Pvt Ltd,Web Developer,India,400000.0,"Node.js, CSS, Web development, SQL, PHP",3.0,Full-Stack Developer
Tech Concierge Pro,Web Developer,Remote,390000.0,"Email marketing, Drupal, CSS, Bootstrap, WordPress",,Full-Stack Developer
kobit technologies,Web Developer Intern,Remote,108000.0,"CSS, Software troubleshooting, WordPress, Databases, PHP",,Full-Stack Developer
Mansa STM Publishers,Web Designer & Developer,Remote,90000.0,"Web design, MySQL",,Full-Stack Developer
Yayskool,Front-End Web Developer,Lucknow,0.0,,4.5,Full-Stack Developer
Tech Pumpkin,Junior Web Developer fresher,Mohali,156000.0,"Web design, CSS, WordPress, Responsive web design, PHP",,Full-Stack Developer
Discover WebTech Private Limited,MERN Developer,Indore,450000.0,"Node.js, CSS, React, Git, MongoDB",3.5,Full-Stack Developer
Women Entrepreneur Network,Front End Web Developer,Pune,1900000.0,"CSS, React, Responsive web design, Angular, TypeScript",,Full-Stack Developer
FactWise,Web Developer Intern,India,162000.0,"Node.js, React, JavaScript, REST, APIs",,Full-Stack Developer
LurniGo,Web Developer and Coding Tutor,Remote,0.0,"CSS, Web development, JavaScript, Python, Teaching experience",,Full-Stack Developer
Emblix Solutions,Web Developer,Hyderābād,4800000.0,"Drupal, CSS, WordPress, PHP, JavaScript",4.8,Full-Stack Developer
Element-D,Web Developer (HTML and CSS Developer),Bengaluru,500000.0,"Adobe Photoshop, Drupal, CSS, WordPress, JavaScript",,Full-Stack Developer
SourceFuse,FullStack(React) Developer,Remote,0.0,"Node.js, React, Redux, Unit testing, TypeScript",4.0,Full-Stack Developer
Terralogic Vietnam,"FrontEnd Developer [React ,NextJS]",Nellore,450000.0,"Node.js, React, JavaScript, Angular, APIs",3.4,Full-Stack Developer
Peertechz,Web developer,India,156000.0,"CSS, Web development, English, JavaScript, jQuery",,Full-Stack Developer
EGB Systems & Solutions,Web Developer,Chennai,1140000.0,"Microsoft SQL Server, Application development, HTML",3.7,Full-Stack Developer
Adroit Solutionz,Web Developer,Chennai,0.0,,,Full-Stack Developer
Ezyschooling,Next.JS frontend Intern,Remote,360000.0,"CSS, Software troubleshooting, React, Web development, Git",3.8,Full-Stack Developer
P9 Digital,Full Stack Web Developer Intern - WFH,Remote,0.0,"Azure, Node.js, CSS, Software troubleshooting, React",3.9,Full-Stack Developer
Nowgray IT Services,Web Developer,Uttar Pradesh,0.0,,5.0,Full-Stack Developer
Cybell Technosys.Com,Web Developer,Hyderābād,0.0,"MVC, CSS, Software troubleshooting, Bootstrap, React",,Full-Stack Developer
NEXNOVA,Web Developer,Cochin,180000.0,"CSS, WordPress, Web development, JavaScript, HTML",,Full-Stack Developer
Creativephy,Web Developer Intern Remote,Delhi,24000.0,"CSS, Software troubleshooting, React, WordPress, Web development",,Full-Stack Developer
Valuetech,Web Developer,Hyderābād,450000.0,"Adobe Photoshop, AJAX, CSS, Tomcat, Databases",4.1,Full-Stack Developer
Stymeta Technologies,WEB DEVELOPER – WORDPRESS,Remote,30000.0,"CSS, WordPress, PHP, HTML, MySQL",,Full-Stack Developer
American Health Care Academy,Web Developer,Remote,0.0,"CSS, PHP, AWS, Mentoring, Software development",,Full-Stack Developer
Digital Folks,Web Developer Intern,India,1080000.0,"CSS, WordPress, JavaScript, jQuery, HTML",4.5,Full-Stack Developer
Perscitus Solutions,Front-End Web Developer,India,500000.0,"Node.js, CSS, Software troubleshooting, React, XML",4.0,Full-Stack Developer
Act T Connect,Web Developer,Bhopal,864000.0,,4.0,Full-Stack Developer
Machinellium Mavericks Projects and Consultants,Web developer,Hyderābād,400000.0,"CSS, Application development, JavaScript, HTML",,Full-Stack Developer
Helius Technologies,Web Developer (Offshore Hiring),India,0.0,"React, Redux",4.2,Full-Stack Developer
Bharat Designer (Website),Wordpress Web Developer,Remote,240000.0,"Web design, CSS, WordPress, PHP, JavaScript",,Full-Stack Developer
qtech,Full Stack Developer - Fresher,Mumbai,600000.0,"Node.js, CSS, Bootstrap, React, Data structures",3.3,Full-Stack Developer
Ellocent Labs IT solution private Ltd.,Front End Web Developer,Mohali,400000.0,"Web design, CSS, React, Responsive web design, Machine learning",,Full-Stack Developer
EterPride Pvt Ltd,Front End Web Developer,India,276000.0,"Web design, Branding, CSS, WordPress, Web development",,Full-Stack Developer
Digizenix Technologies Pvt Ltd,Front End Web Developer,Mohali,474000.0,"Web accessibility, Node.js, CSS, WordPress, PHP",,Full-Stack Developer
Bystronic Inc,Full Stack Developer,Hyderābād,390000.0,"Node.js, CSS, Software troubleshooting, React, Git",,Full-Stack Developer
Walstar Technologies,Web Developer,Kolhāpur,1200000.0,"CSS, Bootstrap, PHP, JavaScript, HTML",4.2,Full-Stack Developer
Shiv Technoligies,Web Developer,Vadodara,204000.0,"CSS, WordPress, Web development, HTML",,Full-Stack Developer
Kalkani Systems,Frontend web Developer - VueJS,Surat,0.0,"CSS, Software troubleshooting, React, Git, JavaScript",,Full-Stack Developer
PradeepIT Consulting Services,Frontend Developer (Next.js/React.js),Gurgaon,500000.0,"Software troubleshooting, React, JavaScript, Communication skills",4.5,Full-Stack Developer
Infoane,Junior Full Stack Developer ( ColdFusion ),Hyderābād,4800000.0,"AJAX, ActionScript, Operating systems, Oracle, CSS",3.8,Full-Stack Developer
Threeway Studio,Full Stack Developer Trainee,Remote,0.0,"CSS, Git, JavaScript, HTML",,Full-Stack Developer
Verve Mobile,Full-Stack MERN Developer (Junior/Intermediate),Hyderābād,550000.0,"Node.js, React, MongoDB, Express.js, JavaScript",5.0,Full-Stack Developer
Nurturing Interns Private Limited,Full Stack Developer,Remote,1250000.0,"Node.js, MongoDB, Java, SQL, Angular",,Full-Stack Developer
GIT Tech,Full Stack Developer,Hyderābād,420000.0,"CSS, React, JavaScript, HTML",,Full-Stack Developer
PeopleGrove,Full Stack Developer,Remote,1750000.0,"Elasticsearch, Node.js, React, Kubernetes, JavaScript",,Full-Stack Developer
Nirva,Full Stack Developer,Remote,850000.0,"Elasticsearch, React, SQL, AWS, JavaScript",,Full-Stack Developer
Medyug Technology Pvt Ltd,Full Stack Developer Intern,Remote,90000.0,"CSS, React, JavaScript, Angular, Linux",,Full-Stack Developer
JAY ROBOTIX,Full Stack Developer,India,1050000.0,"React, DevOps, Java, Angular, Software development",,Full-Stack Developer
fulcrum resources infinity pvt ltd,full stack developer internship,Remote,1440000.0,"Node.js, CSS, Software troubleshooting, React, MongoDB",5.0,Full-Stack Developer
Vingsfire HRIM Pvt Ltd,Mern Stack developer Freelancer,Remote,456000.0,"Jira, Node.js, React, Software deployment, Git",,Full-Stack Developer
Frantiger Business Consulting Private Limited,Full Stack Developer,Remote,600000.0,"Node.js, CSS, React, Analysis skills, Software development",5.0,Full-Stack Developer
Tech Concierge Pro,MERN Stack Developer,Remote,1800000.0,"CI/CD, Azure, Node.js, Software troubleshooting, React",,Full-Stack Developer
hireskills,Full Stack Developer,Remote,750000.0,"Node.js, MongoDB, SQL, Product development, JavaScript",,Full-Stack Developer
Universal Book Showroom,Java Full Stack Developer,India,450000.0,"CI/CD, Oracle, Gradle, CSS, DevOps",,Full-Stack Developer
Furtados School of Music (FSM),Full Stack Software Developer (Intern),Remote,0.0,"Software troubleshooting, Data structures",4.0,Full-Stack Developer
Global Holani Tradelink,Full Stack Developer Intern,Remote,264000.0,"React, SQL, Machine learning, JavaScript, AI",,Full-Stack Developer
Brooklet Systems Pvt Ltd,Urgent Requirement of Full Stack C# Developer,Remote,500000.0,"Data modeling, MVC, C#, Microsoft SQL Server, .NET",,Full-Stack Developer
Product Space,Full Stack Developer,Remote,150000.0,"Software troubleshooting, .NET, Java, SQL, JavaScript",,Full-Stack Developer
Lbits Technologies Pvt Ltd,Full Stack Developer,Hyderābād,180000.0,"Node.js, CSS, React, Git, MongoDB",,Full-Stack Developer
Valuelytic Agro Pvt Ltd,Full Stack Developer,Remote,1000000.0,"Cloud infrastructure, Node.js, React, PHP, AWS",,Full-Stack Developer
EPIQ India Support Services LLP,Full Stack Developer,Gurgaon,1250000.0,"Node.js, Bootstrap, Angular, UI, Communication skills",,Full-Stack Developer
DeepTek Medical Imaging Pvt Ltd,Full Stack Intern (ML),Remote,60000.0,"React, NoSQL, Git, MongoDB, SQL",,Full-Stack Developer
IntouchCX,Full Stack Developer,Hyderābād,700000.0,"Test automation, Angular, Software development, Agile, UI",3.4,Full-Stack Developer
