company_name,job_role,job_location,salary_pa,skills,company_rating,standardized_job_role
Wiredus Media Pvt Ltd,IT Support Specialist,Gurgaon,270000.0,"Microsoft Windows Server, Microsoft Outlook, Software troubleshooting, LAN, Windows",,Support Engineer
HIRD Services Pvt ltd,Tech Support Engineer,Bengaluru,540000.0,"English, Technical support",,Support Engineer
Mindzer Systems,IT Support Engineer,Mumbai,0.0,"Software troubleshooting, English, Analysis skills, IT, Communication skills",,Support Engineer
Confluent,IT Support Engineer,Bengaluru,500000.0,"Jira, Operating systems, Software troubleshooting, Windows, Microsoft Office",3.9,Support Engineer
"Ikigai Labs, Inc.",Technical Support Specialist,Bengaluru,4800000.0,"Computer science, Azure, Software troubleshooting, Customer service, English",4.6,Support Engineer
sanhire,Technical Support Specialist,Bengaluru,0.0,"Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Microsoft Outlook, Software troubleshooting",,Support Engineer
Thrivibe,IT Support Analyst,Bengaluru,550000.0,"Software troubleshooting, Windows, Microsoft Office, IT support, SharePoint",,Support Engineer
Epifi Technologies,System/IT Support Engineer,Bengaluru,600000.0,"Google Suite, Microsoft Access, CCTV",3.3,Support Engineer
Alshaya Group,Technical Support Engineer - IT -India,India,0.0,"Software troubleshooting, SCCM, Arabic, English, Windows",3.9,Support Engineer
Ashidaelectronics,IT Support Engineer,Thāne,250000.0,"Software troubleshooting, IT support, Computer networking",3.4,Support Engineer
Mazenet solution,Technical Customer Support,Hyderābād,1800000.0,"Technical support, Analysis skills, Customer support, Communication skills",3.9,Support Engineer
Wayfair,"IT Support Engineer, Platforms",Bengaluru,0.0,"Software troubleshooting, Visual Basic, Customer service, LAN, Windows",2.9,Support Engineer
InnoWave India,Azure IT Support Specialist,Bengaluru,4800000.0,"CI/CD, Power BI, Cloud infrastructure, Azure, Software troubleshooting",3.6,Support Engineer
RIGPA Tech,IT Support Specialist,Chennai,350000.0,"Microsoft Windows Server, Azure, PCI, Windows, SQL",,Support Engineer
Aryagami Cloud Services,Technical Support Lead,Hyderābād,240000.0,"CRM software, Management, Customer service, English, Technical support",,Support Engineer
Uniq Technology,IT Support Engineer,India,720000.0,"React, Microsoft Office, Java, SQL, Angular",,Support Engineer
"UWorld, LLC",Customer Care -Technical Support Specialist,Hyderābād,550000.0,"iOS, Windows, Technical support, Data entry, MacOS",3.6,Support Engineer
Inspace Technologies Pvt Ltd,Desktop Support Engineer/ IT Trainee,Vellore,250000.0,"Desktop support, Software troubleshooting, LAN, Firewall, IDS",,Support Engineer
MillerKnoll,IT Support Engineer,Bengaluru,750000.0,"Jira, Incident management, Software troubleshooting, Enterprise Software, IT service management",3.3,Support Engineer
CIPHERSQUARE PAYMENT SOLUTIONS PRIVATE LIMITED,IT Support Engineer (Dialer),India,360000.0,Computer networking,,Support Engineer
OGES iNFOTECH,IT Customer Support Executive,Cochin,3000000.0,"Oracle, English, Project management, Communication skills",4.4,Support Engineer
Lynkit,Technical Support Specialist- GPS/tracking domain,Delhi,0.0,"Software troubleshooting, Technical support, GPS, SaaS, Mobile devices",3.8,Support Engineer
Neev Academy,IT Executive - Technical Support,Bengaluru,400000.0,"Software troubleshooting, Technical support, Application support, Communication skills",2.9,Support Engineer
UI SMARTECH,IT Technical Support Engineer,India,270000.0,"English, Technical support, Microsoft Office, ServiceNow, Hindi",,Support Engineer
ASSPL - Maharashtra,"IT Support Engineer I, OTS",Pune,700000.0,"TCP, DHCP, SSL, IT support, DNS",3.6,Support Engineer
Pipara & Co LLP,IT Support Specialist,India,228000.0,"Software troubleshooting, LAN, Remote access software",,Support Engineer
Quess Corp Limited,Technical Support Associate,Bengaluru,200000.0,"Software troubleshooting, English, Technical support, Hindi, Communication skills",3.3,Support Engineer
Perfomalis,Web Hosting and IT Support Specialist,India,0.0,"Software troubleshooting, English, PHP, IT support, DNS",4.0,Support Engineer
Geo Design & Research,IT SUPPORT ENGINEER,Vadodara,350000.0,Software troubleshooting,3.4,Support Engineer
BeyondID,IT Support Engineer,Bengaluru,450000.0,"Jira, Operating systems, Encryption, Windows, Databases",4.0,Support Engineer
Cin7,Technical Support Specialist,Ahmedabad,850000.0,"Technical support, Customer support, Communication skills",4.3,Support Engineer
Ahana Systems and Solutions,IT Support Engineer,India,0.0,"Microsoft Outlook, Customer service, LAN, DHCP, DNS",4.4,Support Engineer
NAVNIT GROUP,Tech Support Engineer,Delhi,600000.0,"Technical support, Linux",,Support Engineer
Niswey,Technical Support Executive,Remote,550000.0,"Software troubleshooting, Git, English, Technical support, PHP",4.6,Support Engineer
Hero Moto Corp,Vehicle Validation- Technical Support,Jaipur,550000.0,"Mechanical engineering, Microsoft Excel, Technical support, Microsoft Office, Automotive engineering",3.9,Support Engineer
Falcon Property Management Services,IT Support Engineer,Mumbai,200000.0,"Microsoft Word, Microsoft Excel, Microsoft Access, Microsoft Outlook, Software troubleshooting",,Support Engineer
