company_name,job_role,job_location,salary_pa,skills,company_rating,standardized_job_role
APPNEURAL Pvt. Ltd.,Freelance Frontend Developer,Remote,270000.0,"Software deployment, Mobile applications, Git, Responsive web design, UX",,Front-End Developer
SutiSoft Pvt Ltd,ReactJS Developer,Hyderābād,120000.0,"CSS, Software troubleshooting, React, JavaScript, UX",,Front-End Developer
Onevibe Technologies,React Developer,India,700000.0,"CI/CD, CSS, Software troubleshooting, React, Software deployment",,Front-End Developer
AriveGuru Technology Solutions Pvt. Ltd,Backend Developer ReactJS,India,600000.0,"CI/CD, Node.js, React, Software deployment, Google Cloud Platform",,Front-End Developer
Starlabs Technologies,Front End Developer Intern,Remote,0.0,"CSS, React, Git, JavaScript, Angular",,Front-End Developer
Ontrack,Frontend Developer (with JavaScript proficiency),Bengaluru,650000.0,"Adobe Photoshop, CSS, JavaScript, SEO, Communication skills",3.7,Front-End Developer
Globewick,ReactJS Developer,Remote,42000.0,"CSS, Bootstrap, React, Git, English",,Front-End Developer
Vaishnavi Support Services LLP,ReactJS Developer,Remote,1350000.0,"CSS, React, JavaScript, REST, Redux",,Front-End Developer
first phoenics solutions inc,Front End Developer,Remote,1750000.0,"CSS, React, Git, English, Responsive web design",,Front-End Developer
Dicetek LLC,Frontend Developer,Remote,0.0,"AJAX, CSS, Bootstrap, React, Git",4.3,Front-End Developer
Gravton Motors Private Limited,Website Developer,Hyderābād,360000.0,"CSS, WordPress, Web development, Git, Responsive web design",,Front-End Developer
Pentabell,Front-end Developer,Remote,54000.0,"React, Web development, Responsive web design, Quality assurance, JavaScript",,Front-End Developer
Nithminds Private limited,Python with Javascript Developer -Immediate Joiner,Remote,1250000.0,"SQL, Database design, OOP, AWS, JavaScript",,Front-End Developer
Weblink Solutions,Frontend Developer,Hyderābād,550000.0,"Node.js, CSS, React, Test-driven development, Express.js",4.2,Front-End Developer
Atticbits,Front End Developer,Remote,90000.0,"CSS, REST, Angular, UX, APIs",,Front-End Developer
elPixala,Front End Developer,Remote,90000.0,"CSS, Responsive web design, JavaScript, Adobe XD, SEO",,Front-End Developer
Creative Web Solutions,ReactJs Front-end Developer Junior,Remote,0.0,"MVC, Node.js, CSS, React, OOP",5.0,Front-End Developer
Digital Innovations,Front End Developer (Contract),Remote,360000.0,"CSS, Bootstrap, React, Git, JavaScript",,Front-End Developer
MAEER's MIT Vishwaprayag University,Website Developer,India,180000.0,"ASP.NET, CSS, Relational databases, Application development, PHP",,Front-End Developer
Appening Infotech,React Developer,Remote,0.0,"MVC, React, JavaScript, REST, APIs",3.8,Front-End Developer
Hyqoo,Front End Developer,Remote,0.0,"Web accessibility, CSS, React, Visual Studio, Git",4.5,Front-End Developer
Aidewiser Soltek,ReactJS Developer,Calcutta,900000.0,"CSS, React, Web development, Software deployment, Data structures",,Front-End Developer
CloudHouse Technologies Pvt.Ltd,Front End Developer Intern,India,396000.0,"Web accessibility, CSS, Bootstrap, React, Git",,Front-End Developer
Wooplix Technologies Pvt. Ltd.,Website Developer trainee,India,1800000.0,"Node.js, CSS, Bootstrap, React, Web development",5.0,Front-End Developer
REIZEND PRIVATE LIMITED,REACT JS DEVELOPER (Experienced),India,1200000.0,"CSS, React, Git, Application development, JavaScript",3.6,Front-End Developer
Machinellium Mavericks Projects and Consultants,FRONT-END DEVELOPER,Hyderābād,550000.0,"CSS, Bootstrap, JavaScript, jQuery, HTML",,Front-End Developer
One Window Overseas Education,Front End Developer,India,2160000.0,"CSS, React, Git, Responsive web design, JavaScript",4.0,Front-End Developer
Invictus DigiSoft,Angular Developer,Remote,0.0,"CSS, Git, Responsive web design, Project management, JavaScript",4.3,Front-End Developer
CAI,Frontend Developer,Remote,0.0,"CI/CD, CSS, React, Git, Analysis skills",3.2,Front-End Developer
Tech Easy Solutions,Frontend Developer,Lucknow,0.0,"Backbone.js, AJAX, CSS, React, JavaScript",5.0,Front-End Developer
fabmark,Front End Developer,Remote,330000.0,"Jira, React, Ansible, Java, OOP",,Front-End Developer
Dicetek LLC,JAVASCRIPT DEVELOPER- Offshore,Hyderābād,0.0,"Microsoft Access, Azure, Node.js, CSS, Software troubleshooting",4.3,Front-End Developer
Coherent Market Insights.,PHP Frontend and backend Developer Freelancer Freelancing,India,0.0,"CSS, Software troubleshooting, Web development, Git, PHP",4.1,Front-End Developer
Eazr,Front End Developer,Mumbai,360000.0,"CSS, Bootstrap, React, Git, JavaScript",,Front-End Developer
Potla Group of Companies.,Website Developer,Hyderābād,4800000.0,"CSS, HTML",5.0,Front-End Developer
E-Revbay Private Limited,Front End Developer,India,750000.0,"Web accessibility, Node.js, CSS, React, Git",,Front-End Developer
Codeprism Technologies Private Limited,Front End Developer,Hyderābād,0.0,"React, Mobile applications, English, JavaScript, REST",,Front-End Developer
Approwess Technologies,ReactJS Developer,Mumbai,500000.0,"Software troubleshooting, React, Git, English, Responsive web design",,Front-End Developer
ConnectIN Jobs Global,PHP Developers (Codeigniter/Jquery/SQL/Bootstrap/AngularJS),Remote,600000.0,"Software troubleshooting, Bootstrap, SQL, PHP, Angular",,Front-End Developer
Exdera,Junior Front End Developer,Bengaluru,400000.0,"Web design, CSS, Bootstrap, React, WordPress",,Front-End Developer
Aumento Group,Front End Developer,Remote,0.0,"CSS, Software troubleshooting, React, Git, Responsive web design",,Front-End Developer
Growisto,Junior React Developer,Mumbai,650000.0,"CSS, React, Data structures, JavaScript, SCSS",4.3,Front-End Developer
ClassHose India Pvt. Ltd.,Front End Developer,Haryāna,4800000.0,"CSS, Bootstrap, React, Git, Responsive web design",5.0,Front-End Developer
Immenso tech,REACT DEVELOPER,Amarnāth,4800000.0,"React, OOP, JavaScript, jQuery",4.5,Front-End Developer
TechWebLabs,ReactJS Developer,India,3600000.0,"Web design, CI/CD, CSS, React, DevOps",3.7,Front-End Developer
Contenterra,REACT DEVELOPER,India,0.0,"Azure, CSS, Bootstrap, React, Web development",4.0,Front-End Developer
Aarohiinfo FI Management,Wordpress Developer,Pune,450000.0,"CSS, WordPress, JavaScript, Content management, Communication skills",3.2,Front-End Developer
Quick Recruit,ReactJS Developer,Bengaluru,650000.0,"CSS, Software troubleshooting, React, Web development, Git",,Front-End Developer
Saperelabs,JavaScript Developer,India,200000.0,JavaScript,,Front-End Developer
Invictus DigiSoft,React Developer,Remote,0.0,"CSS, React, Git, Responsive web design, Project management",4.3,Front-End Developer
Enlighten Schola,ReactJS Developer,Vadodara,330000.0,"CSS, React, Git, Performance testing, JavaScript",,Front-End Developer
Novora Technologies India Pvt. Ltd,ReactJS Developer,India,900000.0,"React, Software deployment, Git, AWS, JavaScript",,Front-End Developer
Transnational Business Solutions,Wordpress Frontend Developer,Remote,186000.0,"CSS, Bootstrap, WordPress, Git, English",,Front-End Developer
HiringGo,Frontend Developer,Delhi,750000.0,"CI/CD, CSS, React, Software deployment, DevOps",,Front-End Developer
Provanic,Front-End Developer,Remote,0.0,"Backbone.js, Adobe Photoshop, AJAX, CSS, React",,Front-End Developer
Relinns Technologies,AngularJS Developer,Mohali,540000.0,"AJAX, CSS, English, JavaScript, REST",4.3,Front-End Developer
REALTHINK TECHNOLOGY,Front End Developer Intern,India,108000.0,,,Front-End Developer
Atomicwork Inc,Frontend Developer,Bengaluru,650000.0,"Cloud infrastructure, Go, React, Java, APIs",,Front-End Developer
Cinque Technologies Pvt Ltd,Angular Developer,Cochin,570000.0,"CSS, Bootstrap, JavaScript, SCSS, Angular",,Front-End Developer
Nirag infotech,ReactJS Developer,Mohali,450000.0,"CSS, React, Git, Responsive web design, REST",,Front-End Developer
Evoluzn India Pvt Ltd,Front End Developer,Nāgpur,400000.0,"Typography, CSS, Git, Colour theory, Quality assurance",,Front-End Developer
Codash Solutions,Front End Developer,Remote,1140000.0,"CSS, React, Git, English, JavaScript",,Front-End Developer
Rentickle,Front End Developer,Gurgaon,300000.0,"Web design, CSS, React, Web development, Responsive web design",,Front-End Developer
Ikrux,React+ Javascript Developer,Bengaluru,4800000.0,"React, Git, Responsive web design, JavaScript, REST",4.5,Front-End Developer
Channel Softech,Front-End Developer,India,0.0,"CSS, React, Responsive web design, JavaScript, Angular",4.6,Front-End Developer
NetAnalytiks,ReactJS Developer,Bengaluru,780000.0,"Software troubleshooting, React, Administrative experience, REST, Redux",,Front-End Developer
Atlantis It consulting,ReactJS Developer,India,180000.0,"CSS, Software troubleshooting, React, Git, Responsive web design",,Front-End Developer
Rytsense Technologies Private Limited,ReactJS Developer,India,700000.0,"CI/CD, CSS, React, Git, Responsive web design",,Front-End Developer
Spicules Technologies LLP.,Front End Developer,India,600000.0,"CSS, React, Web development, Git, JavaScript",,Front-End Developer
thoughtminds,ReactJS Developer,Cochin,850000.0,"CSS, Software troubleshooting, React, Git, Responsive web design",,Front-End Developer
Apptunix,WordPress Developer (Backend),Chandigarh,510000.0,"WordPress, .NET, REST, APIs",3.9,Front-End Developer
webplat technologies pvt ltd,Angular Developer,India,450000.0,"Jira, CSS, Bootstrap, Software deployment, Encryption",,Front-End Developer
UnivSense Private Limited,Front End Developer,Remote,150000.0,"Web accessibility, Web design, AJAX, CSS, Bootstrap",,Front-End Developer
CALLISTOFUSION,React.JS Developer,Remote,1150000.0,"CI/CD, Node.js, Software troubleshooting, React, Git",,Front-End Developer
KeyRetouch,Frontend & Backend Developer,India,0.0,"CSS, Bootstrap, Java, Graphic design, PHP",1.0,Front-End Developer
Goodfind Solutions,Front End Developer,Coimbatore,650000.0,"CSS, React, Web development, Git, JavaScript",,Front-End Developer
Althi Solutions,Front End Developer,India,240000.0,"React, Responsive web design, JavaScript, Redux, APIs",,Front-End Developer
Ericsson,Front End Developer,Noida,550000.0,"Web accessibility, Web design, CSS, Bootstrap, React",4.0,Front-End Developer
Five Spice Grocery,Frontend Engineer,Remote,120000.0,"Authentication, CSS, React, Git, English",,Front-End Developer
CIS,Junior Front End Developer,Indore,3600000.0,"Adobe Photoshop, CSS, React, Git, JavaScript",4.3,Front-End Developer
Elrevgen health care solutions pvt Ltd,Front End Developer,India,1200000.0,"CSS, React, Git, Responsive web design, JavaScript",3.8,Front-End Developer
Webskitters Technology Solutions private Limited,Front End Developer,India,348000.0,"CSS, MongoDB, JavaScript, Angular, Front-end development",,Front-End Developer
Vediti Ayurveda,Website Developer,Remote,324000.0,"Adobe Photoshop, CSS, WordPress, Content management systems, E-Commerce",,Front-End Developer
Appernity Technologies,Front-End Developer,India,0.0,"Web design, CSS, Bootstrap, OOP, JavaScript",4.3,Front-End Developer
Adroit Vantage Technologies Inc.,Frontend Developer,Bengaluru,650000.0,"CSS, Bootstrap, React, Software deployment, MongoDB",3.0,Front-End Developer
Tech Arch Softwares Pvt Ltd,WordPress Backend Developer,Panchkula,4320000.0,"WordPress, AWS, MySQL",4.3,Front-End Developer
Athenahealth,Junior Front-end Developer - MTS,Bengaluru,600000.0,"CI/CD, Computer science, Node.js, React, Relational databases",4.0,Front-End Developer
Vytal Business consultant,Front End Developer,Pune,800000.0,"CSS, React, JavaScript, SASS, REST",,Front-End Developer
Adhoonik Internet Services,React Native Developer,Mumbai,300000.0,"React, Mobile applications, JavaScript, Software development, APIs",,Front-End Developer
First DigiAdd,"Website Developer Intern (HTML, WordPress)",India,0.0,"WordPress, HTML",4.7,Front-End Developer
Integrityweb Informatics Pvt Ltd,JavaScript Developer,India,390000.0,"React, Mobile applications, Team management, JavaScript, Ember.js",,Front-End Developer
Code Runner Software,ReactJS Developer,Goa,450000.0,"CSS, Software troubleshooting, React, Git, JavaScript",,Front-End Developer
RockWallet,Frontend Developer (Web),India,0.0,"CSS, React, Web development, Git, Responsive web design",3.1,Front-End Developer
Helius Technologies,Middle Frontend Developer,India,0.0,"CSS, Bootstrap, React, Git, JavaScript",4.2,Front-End Developer
Pandora Finance,React Native Developer,Remote,462000.0,"CI/CD, React, Software deployment, Mobile applications, iOS",,Front-End Developer
The Liechtenstein Cryptoassets Exchange,Frontend Developer,Gurgaon,4200000.0,"Web accessibility, CSS, WordPress, Responsive web design, JavaScript",4.1,Front-End Developer
JB Solutions,Blockchain Developer/ Python/Django/ React JS,Ahmedabad,350000.0,"React, Encryption, Django, Python",,Front-End Developer
Helius Technologies,Frontend Developer,India,0.0,"Node.js, CSS, React, Git, Test-driven development",4.2,Front-End Developer
Helius Technologies,Frontend (UI) Developer,India,0.0,"Mandarin, React, C#, English, Research",4.2,Front-End Developer
Fire Bee Techno Services,Front End Angular Developer,India,0.0,"Azure, Git, English, Google Cloud Platform, AWS",4.6,Front-End Developer
[x]cube LABS,React.js Developer,Hyderābād,0.0,"React, Application development, AWS, Analysis skills, Quality assurance",4.4,Front-End Developer
[x]cube LABS,Angular Developer,Hyderābād,3600000.0,"AJAX, CSS, Bootstrap, React, Responsive web design",4.4,Front-End Developer
[x]cube LABS,React Native Developer,Hyderābād,3600000.0,"React, Mobile applications, iOS, AWS, Analysis skills",4.4,Front-End Developer
Merkle Science,Senior Frontend Developer (SDE-2),Bengaluru,650000.0,"Test automation, Git, New Relic, GitHub, APIs",4.1,Front-End Developer
Wealden HR Solutions (India) LLP,React Native,Hyderābād,0.0,"CSS, React, Software deployment, Mobile applications, iOS",1.0,Front-End Developer
Associative,Node.js and React.JS Developer,Pune,30000.0,"Marathi, Drupal, Oracle, Node.js, CSS",,Front-End Developer
Magicmind Technologies Limited,Wordpress Developer,Calcutta,318000.0,"Web design, CSS, WordPress, Web development, Responsive web design",,Front-End Developer
Jai Infoway,React JS / React Native Developer,India,0.0,"Jira, Node.js, CSS, React, Relational databases",4.6,Front-End Developer
iNautical Software,Angular Developer,Chandigarh,0.0,"Live chat, Web design, Pricing, Operating systems, CSS",4.2,Front-End Developer
Mantra Labs,Front End - React JS Developer/Lead (BLR),Bengaluru,0.0,"Performance tuning, Azure, Node.js, CSS, Bootstrap",3.6,Front-End Developer
Bitfinex,"Mobile Engineer - React Native (Fully Remote, Worldwide)",Delhi,0.0,"React, Android, JavaScript, REST, Redux",4.6,Front-End Developer
PrimaFelicats Pvt. Ltd,React Native Developer,Noida,312000.0,"CI/CD, CSS, React, XML, Mobile applications",,Front-End Developer
Seminal,Senior Frontend Engineer,Chennai,4200000.0,"React, Git, Test-driven development, JavaScript, Agile",4.0,Front-End Developer
Markeeters.com,Frontend Engineer (Remote),Gurgaon,4200000.0,"Web analytics, Azure, CSS, React, Google Tag Manager",5.0,Front-End Developer
IndiQus Technologies,Frontend Engineer,Delhi,1050000.0,"CSS, English, MongoDB, Express.js, JavaScript",,Front-End Developer
Lifesight,Frontend Engineer,Bengaluru,3600000.0,"CSS, React, Big data, JavaScript, Redux",4.0,Front-End Developer
ScaleReal Technologies,Wordpress Engineer,Remote,0.0,"CI/CD, CSS, React, WordPress, Git",3.9,Front-End Developer
Trizone Electronics LLC,Digital Marketing Specialist with Shopify Expertise (WFH),India,138000.0,"Facebook Advertising, Digital marketing, Google Ads",,Front-End Developer
Acowale,Frontend Developer Internship,Remote,864000.0,"CSS, React, Git, Responsive web design, Python",4.8,Front-End Developer
Verisk,Frontend Developer (Angular),Hyderābād,650000.0,"Angular, Django, APIs",3.9,Front-End Developer
Heart It Out,Frontend Developer,Remote,0.0,"CSS, Bootstrap, WordPress, JavaScript, jQuery",4.3,Front-End Developer
Deloitte,Consultant | Frontend Angular Developer | Bengaluru | Engineering,Bengaluru,750000.0,"AJAX, CSS, Bootstrap, Software deployment, JavaScript",4.0,Front-End Developer
Corpus enterprises pvt ltd,Frontend Developer - AngularJS/Javascript,Hyderābād,4000000.0,"CSS, Git, Responsive web design, SVN, JavaScript",,Front-End Developer
GreedyGame Media,FRONTEND DEVELOPER INTERN,Bengaluru,0.0,"CSS, React, Git, JavaScript, SCSS",4.0,Front-End Developer
Capital Placement Services,Frontend Developer() For Sport Industry in Udyog Vihar Gurgaon,Gurgaon,1250000.0,"Node.js, CSS, React, JavaScript, SCSS",,Front-End Developer
Lagran Software Solutions Pvt Ltd,Junior Front End Developer,Hyderābād,210000.0,"CSS, Bootstrap, React, Responsive web design, JavaScript",,Front-End Developer
Repsoft Consultancy Services,Frontend Developer,Hyderābād,0.0,,3.7,Front-End Developer
Aidaptive,Frontend Engineer (India),Remote,0.0,"CSS, OOP, JavaScript, Front-end development, Google Ads",4.8,Front-End Developer
Destm Technologies,Frontend Architect,Mohali,3000000.0,"Node.js, React, Salesforce, System architecture, Java",,Front-End Developer
BookMyShow,Software Development Engineer I - Frontend Technologies,Mumbai,0.0,React,4.0,Front-End Developer
DataArt,Frontend Developer,Bengaluru,500000.0,"CI/CD, React, Git, Responsive web design, JavaScript",4.5,Front-End Developer
Spiralyze,Front End Developer,Remote,0.0,"CSS, Responsive web design, JavaScript, Conversion optimization, UI",4.4,Front-End Developer
CIS,Front End Developer Fresher,Indore,3600000.0,"Web design, Adobe Photoshop, CSS, Bootstrap, Git",4.3,Front-End Developer
Cashfree Payments,Frontend Engineer-1,Bengaluru,650000.0,"CSS, React, OOP, JavaScript, Software development",3.7,Front-End Developer
Revalsys Technologies India Pvt Ltd,Looking for Angular Developer Immediate Joinner,India,0.0,"AJAX, CSS, JavaScript, REST, Redux",,Front-End Developer
Creative Web Solutions,ReactJs Front-end Developer Trainee,Remote,0.0,"React, English, Communication skills",5.0,Front-End Developer
DronaHQ,Frontend Developer,Remote,0.0,"CSS, React, Web development, Responsive web design, Application development",3.3,Front-End Developer
Orchard Healthcare,Software Engineer - I - Frontend,Bengaluru,750000.0,"React, JavaScript, REST, Scripting, TypeScript",,Front-End Developer
Evolv109,ReactJS Developer,Remote,1750000.0,"React, JavaScript, REST, APIs, IT",4.0,Front-End Developer
Shloklabs,Junior Developer (Frontend),Coimbatore,450000.0,"React, Mobile applications, Git, Application development, Communication skills",4.0,Front-End Developer
INDSAC SOFTECH,Internship for Frontend Developer - AngularJS/Javascript/React,Bengaluru,0.0,"Bootstrap, React, D3.js, Research, JavaScript",3.0,Front-End Developer
Rudram Placement,shpify frontend developer,Remote,840000.0,"CSS, JavaScript, Front-end development, HTML",,Front-End Developer
Threeway Studio,Front End Developer Intern,Remote,0.0,"CSS, Git, JavaScript, HTML",,Front-End Developer
Indiavidual Learning Pvt Ltd,Frontend Software Developer SDE I (REACTJS),Bengaluru,4200000.0,"React, Git, Test-driven development, Android, AWS",3.9,Front-End Developer
Nagarro,"Engineer, Frontend",Remote,0.0,,3.9,Front-End Developer
Apple,Frontend Engineer,Hyderābād,0.0,"Web accessibility, CI/CD, CSS, React, Git",4.1,Front-End Developer
Mantra Media,Fresher Front End Developer,Indore,3600000.0,,5.0,Front-End Developer
MyWays,Frontend Developer (React Js),India,700000.0,"Authentication, CSS, React, Mobile applications, JavaScript",,Front-End Developer
Indzone Tech,Frontend Developer,Mumbai,0.0,"CSS, Bootstrap, HTML",,Front-End Developer
Toggle Technology,Frontend Developer,Jaipur,210000.0,"CSS, Bootstrap, React, JavaScript, Angular",,Front-End Developer
cognitiveclouds,Reactjs Developer,Bengaluru,750000.0,"MVC, CSS, React, Data structures, Git",3.0,Front-End Developer
Capital Placement Services,Frontend Developer Reactjs For IT Company in Gurgaon.,Gurgaon,1050000.0,"CSS, React, JavaScript, REST, Redux",,Front-End Developer
aksHFI,Wordpress Developer,Remote,420000.0,"CSS, WordPress, JavaScript, Front-end development, HTML",,Front-End Developer
Climbax Entertainment Private Limited,Frontend Developer,Gurgaon,0.0,"CSS, React, JavaScript, REST, Redux",,Front-End Developer
Orange Mantra,Junior Associate Frontend,Gurgaon,0.0,"CSS, Software troubleshooting, React, Git, Responsive web design",3.9,Front-End Developer
Placenet,Frontend -Senior Developer (ReactJS),Hyderābād,2250000.0,"CSS, React, Git, Test-driven development, JavaScript",,Front-End Developer
Capital Placement Services,"Frontend Developer For IT Company (5Days) Sector-74,Gurgaon(WFO)",Gurgaon,1100000.0,"CSS, React, JavaScript, Redux, UI",,Front-End Developer
Xanika Infotech,Frontend Developer (React.js),Bengaluru,1000000.0,"CSS, Bootstrap, React, JavaScript, Redux",4.0,Front-End Developer
SUTHRA TECHNOLOGIES PVT LTD,React Frontend Developer,Hyderābād,0.0,"CSS, React, Git, Windows, Java",,Front-End Developer
Yaazh Software Studio,Web Frontend Developer,Chennai,3000000.0,"CSS, React, Git, JavaScript, HTML",5.0,Front-End Developer
vSplash Techlabs,WordPress Frontend Developer (WordPress Integrator),Remote,0.0,"Adobe Photoshop, CSS, Bootstrap, WordPress, .NET",3.5,Front-End Developer
Kubernetikos-infosec,Sitecore CMS Frontend Developer,Remote,1700000.0,"Azure, Node.js, CSS, React, Kubernetes",,Front-End Developer
KPMG,Frontend React - Guragon,Gurgaon,2400000.0,React,3.7,Front-End Developer
AlphaGrep Securities,FrontEnd Developer,Bengaluru,600000.0,"Node.js, CSS, React, MongoDB, Express.js",3.9,Front-End Developer
Indus Net Technologies,Front End Developer (Remote),Remote,0.0,"iOS, Front-end development, Linux, Debugging",4.2,Front-End Developer
WareIQ,Frontend Developer – ReactJS,Bengaluru,500000.0,"Node.js, CSS, React, WordPress, JavaScript",4.5,Front-End Developer
Trishik,Front End Angular Developer,Remote,150000.0,"CSS, JavaScript, Angular, Front-end development, HTML",,Front-End Developer
Zaliyo Technologies,Front End Developer,Remote,0.0,"Drupal, CSS, Bootstrap, Git, JavaScript",4.0,Front-End Developer
Themes Brand,Frontend Developer,India,0.0,"React, Redux, Angular, HTML",,Front-End Developer
Enzigma Software,Jr. Frontend Developer,Pune,550000.0,"CSS, Software troubleshooting, Bootstrap, Git, Analysis skills",4.0,Front-End Developer
RaftLabs,React JS Developer,India,750000.0,"Web design, Ant, CSS, React, JavaScript",4.9,Front-End Developer
TravClan Technology India,Frontend Developer (SDE I),Delhi,1050000.0,"Microsoft Excel, Node.js, CSS, Bootstrap, React",3.6,Front-End Developer
Techno-Solution,Junior Front End Developer,Sāngli,550000.0,,4.5,Front-End Developer
Tree MultiSoft Services,JR. FRONTEND DEVELOPER,India,0.0,"CSS, React, Git, JavaScript, REST",4.0,Front-End Developer
RecoSense Infosolutions,Frontend Developer,Bengaluru,650000.0,"Node.js, React, JavaScript, Angular, UI",2.9,Front-End Developer
Netstratum,Junior Software Engineer ( Frontend ),Cochin,450000.0,"English, Java, Analysis skills, C++, C",4.3,Front-End Developer
connektitude pvt. ltd.,Frontend Developer (React JS) 4 to 6 Years Exp,Remote,1100000.0,"CSS, React, Git, Project management, JavaScript",5.0,Front-End Developer
Eurth Techtronics,"Software, Frontend Developer",Hyderābād,550000.0,"Mechanical engineering, CSS, Signal processing, React, Git",3.5,Front-End Developer
SkyServe,MEVN Frontend Developer,India,1050000.0,"Git, Docker, JavaScript, REST, APIs",,Front-End Developer
Acumen 360°,Front End (React) Developer,Gurgaon,1650000.0,"CSS, React, Git, Responsive web design, JavaScript",4.8,Front-End Developer
Corporate hierarchy solutions Pvt. Ltd,Front End Developer,Remote,1200000.0,"CSS, React, JavaScript, SASS, Front-end development",,Front-End Developer
Lenskart,Frontend Developer - ReactJS,Hyderābād,600000.0,"Node.js, CSS, React, Software deployment, Data structures",3.5,Front-End Developer
VizExperts,"Frontend Developer(React.js, Javascript)",Delhi,0.0,"React, JavaScript",2.7,Front-End Developer
Talent On Technology,Front End Developer,Bengaluru,600000.0,JavaScript,,Front-End Developer
OpenGrowth,ReactJS Developer,Remote,0.0,"React, Data structures, Git, SVN, JavaScript",3.8,Front-End Developer
Atticbits,Front End Developer,Remote,90000.0,"Web accessibility, Web design, CSS, React, JavaScript",,Front-End Developer
Angel broking,SDE2 Frontend,India,0.0,"Computer science, Node.js, CSS, React, Data structures",4.4,Front-End Developer
IMA Schelling Group,Frontend Developer - React,Hyderābād,450000.0,"Carpentry, CSS, React, Git, JavaScript",,Front-End Developer
Nagarro,"Engineer, Frontend React",Bengaluru,0.0,"CSS, React, Git, Redux, Agile",3.9,Front-End Developer
WCube,WCube Solutions - Frontend Developer - React.js/Javascript,Gurgaon,4200000.0,"React, Git, JavaScript, REST, Redux",4.0,Front-End Developer
Entoss Technologies,Angular Developer,Remote,234000.0,"CSS, REST, Redux, Angular, APIs",,Front-End Developer
RingCentral,Frontend Developer,Bengaluru,4200000.0,"CSS, React, JavaScript, Redux, SaaS",3.5,Front-End Developer
Verisk,React Developer II,Hyderābād,650000.0,"Node.js, React, AWS, SCSS, TypeScript",3.9,Front-End Developer
Appetals Solutions,Senior Angular Frontend Developer,Remote,1000000.0,"Node.js, CSS, Bootstrap, Enterprise Software, JavaScript",,Front-End Developer
WARPE JOBS,Frontend developer,Chennai,300000.0,"CSS, React, Git, JavaScript, Communication skills",,Front-End Developer
OVI Learning LLP,Angular FrontEnd Developer,India,150000.0,"CSS, JavaScript, REST, Angular, Web services",,Front-End Developer
Ezdat Technology,Frontend Developer,Haryana,0.0,Data visualization,3.6,Front-End Developer
Avadhesh India Adivsory Services LLP,ReactJS Developer,Remote,1400000.0,"Node.js, CSS, React, Git, Test-driven development",,Front-End Developer
Helius Technologies,Frontend Developer,India,0.0,"CSS, React, Git, Responsive web design, JavaScript",4.2,Front-End Developer
BEIING,Frontend Developer,Bengaluru,2400000.0,"React, Git, AWS, SVN, Redux",3.7,Front-End Developer
