company_name,job_role,job_location,salary_pa,skills,company_rating,standardized_job_role
Saaki Argus & Averil Consulting,Snowflake Data Engineer,Pune,600000.0,"Azure, Spark, SQL, AWS, AI",3.4,Data Scientist
Ericsson,Senior Data Scientist,Bengaluru,650000.0,"Statistics, R, SQL, Product development, Machine learning",4.0,Data Scientist
Novisync,Data Engineer,Visakhapatnam,550000.0,"Data mining, Customer service, Spark, Java, SQL",3.4,Data Scientist
Riveron,Technology and Innovation - AWS Data Engineer,Pune,650000.0,"Spark, SQL, AWS, S3, Redshift",4.0,Data Scientist
Zelis,Sr. Engineer Data Engineering,Hyderābād,0.0,"CI/CD, Data modeling, Azure, Kubernetes, Ansible",3.8,Data Scientist
Neoarchi India,Cloud Data Engineer,Pune,1600000.0,"Azure, Spark, Google Cloud Platform, SQL, AWS",,Data Scientist
Apple,Cloud Data Engineer,Hyderābād,0.0,"Cloud infrastructure, Azure, Cassandra, Database development, Big data",4.1,Data Scientist
Baker Hughes,AWS Cloud Data Engineer,Bengaluru,0.0,"Data modeling, Big data, AWS, Data management, Apache Pig",3.9,Data Scientist
Calibery Software LLC,Cloud Data Engineer (Spark/Databricks),Remote,1050000.0,"CI/CD, Data modeling, Azure, SAP, DevOps",3.0,Data Scientist
Infocepts,Cloud Data Engineer- AWS (#40889),India,0.0,"AWS, Python",3.4,Data Scientist
JPMorganChase,"Security Engineer II - Data Engineer, AWS/Cloud",Hyderābād,850000.0,"CI/CD, Software troubleshooting, Big data, Spark, Apache Hive",4.0,Data Scientist
AVS LLC,Data Engineer/Cloud Architect/DBA/Devops Engineer/,Remote,1600000.0,"Power BI, Azure, Cloud architecture, SQL, Database design",,Data Scientist
IMPILOS ANALYTICS PRIVATE LIMITED,Data Engineer,Remote,1100000.0,"Power BI, Azure, Spark, NoSQL, Git",,Data Scientist
Vtricks Technologies,AWS Cloud Data Engineer,Bengaluru,2200000.0,"Data modeling, Big data, SAP, Spark, Tableau",,Data Scientist
Optim Hire (LAD Software Solutions Pvt LTd),"Data Engineer-Snowflake + SQL (hybrid , remote, Bangalore, chennai)",Bengaluru,1250000.0,"Data modeling, SQL, Database design, Agile, Data visualization",3.6,Data Scientist
Jubilant consulting,Data Engineer (Azure Data Lake,Remote,2250000.0,"Data modeling, Azure, Big data, Spark, SQL",,Data Scientist
ixceeed,Data Engineer,Remote,1400000.0,"Azure, Big data, Spark, SQL, AWS",,Data Scientist
Boston Consulting Group,Data Engineer - X Delivery,Gurgaon,500000.0,"Microsoft Powerpoint, CI/CD, Azure, Cassandra, Kubernetes",4.3,Data Scientist
Helius Technologies,Cloud Data Engineer,India,0.0,"Data modeling, Spark, Google Cloud Platform, SQL, AWS",4.2,Data Scientist
A2Z Hire,Junior Data Engineer,Bengaluru,1250000.0,"CI/CD, Data modeling, Big data, Software deployment, DevOps",,Data Scientist
Jobstop Solutions Pvt Ltd,Data Engineer,Remote,2000000.0,"Azure, SQL, AWS, Project management, Mentoring",3.2,Data Scientist
Barclays,Data Engineer,Pune,950000.0,"Tableau, Java, SQL, AWS, Redshift",3.9,Data Scientist
money tracker services,Azure Data Engineer,India,1900000.0,"Data modeling, Azure, Cloud architecture, Business intelligence, PaaS",,Data Scientist
Infocepts,Sr. Cloud Data Engineer- AWS (#39234),India,0.0,"AWS, Redshift, Python",3.4,Data Scientist
Microsoft,Data Engineer,Hyderābād,0.0,"CI/CD, Data modeling, Cloud infrastructure, Azure, Business intelligence",4.2,Data Scientist
MindTrilogy IT Solutions Pvt. Ltd,Data Engineer,Remote,780000.0,"Git, SQL, Machine learning, Scrum, Agile",,Data Scientist
Hashone Careers,Azure Data Engineer,Bengaluru,900000.0,"CI/CD, Data modeling, Azure, SQL, Quality assurance",5.0,Data Scientist
Applogiq,BI Data Engineer,Remote,600000.0,"SAP, English, Google Cloud Platform, Tableau, Java",4.6,Data Scientist
Google,"Strategic Cloud Data Engineer, Google Cloud",Bengaluru,0.0,"TensorFlow, Data mining, Software troubleshooting, Ansible, Big data",4.3,Data Scientist
Warrior tech solutions,GCP Data Engineer,Remote,1350000.0,"Business intelligence, Big data, Spark, Google Cloud Platform, Tableau",,Data Scientist
PeopleXM Technologies,Data Engineer,India,1250000.0,"CI/CD, Performance tuning, Data modeling, Spark, SQL",,Data Scientist
EXLARISE SOFTWARE SOLUTIONS LLC,AI data engineer,Remote,480000.0,"TensorFlow, CI/CD, Azure, C#, Spark",,Data Scientist
Acrocede Technologies Pvt. Ltd.,Data Engineer,Bengaluru,1550000.0,"CI/CD, Data modeling, Azure, Enterprise Software, DevOps",4.8,Data Scientist
Anahat Solutions Private Ltd,AI/Data Engineer,India,1050000.0,"MongoDB, Sentiment analytics, Machine learning, Natural language processing, APIs",,Data Scientist
Client of Peopleplease Consluting,Python Data Engineer,India,270000.0,"SQL, Kafka, Data warehouse, Python",,Data Scientist
McKinsey & Company,Data Engineer - Periscope,Gurgaon,950000.0,"Pricing, Power BI, English, B2B sales, Direct sales",4.1,Data Scientist
i2e Consulting,Data engineer,Remote,0.0,"Data modeling, Azure, Spark, Alteryx, Databases",4.2,Data Scientist
Career Path HR Solution,Cloud Data Engineer,Pune,1650000.0,"Jira, CI/CD, Power BI, Azure, Big data",,Data Scientist
DGN Technologies,Python Data Integration Engineer,Remote,1440600.0,"CI/CD, Azure, Kubernetes, SQL, AWS",4.5,Data Scientist
JPMorganChase,Data Engineer II,Bengaluru,900000.0,"Data modeling, Oracle, Software troubleshooting, Spark, Microsoft SQL Server",4.0,Data Scientist
FinStrat Management,Data Engineer,Remote,0.0,"Data analysis skills, SQL, AWS, Analysis skills, Docker",,Data Scientist
Coder Talent,Data Engineer - Mid range to Senior Role(s),Remote,1650000.0,"Data modeling, Azure, Spark, Microsoft SQL Server, SQL",,Data Scientist
Sarvajith Infotech,Jr Data Engineer,Bengaluru,1250000.0,"Power BI, Azure, Oracle, Software deployment, Data analysis skills",,Data Scientist
Act2hire,LLM Data Scientist/Data Analyst,Remote,2050000.0,"Data analysis skills, English, Analysis skills, Data science, AI",,Data Scientist
Visa,"Analyst, Data Science, Visa Consulting and Analytics",Mumbai,1800000.0,"Microsoft Powerpoint, Microsoft Excel, Spark, Apache Hive, Tableau",3.9,Data Scientist
Zealant Consulting Group,Senior Analyst - Data Science,Remote,3100000.0,"Data mining, Natural language processing, Data science, AI",,Data Scientist
DPR Solutions,Data Scientists/Data Analysts,Hyderābād,4800000.0,"Power BI, R, Tableau, SQL, Python",5.0,Data Scientist
Boston Consulting Group,Data Engineer - Global People Analytics,Gurgaon,500000.0,"Power BI, Data modeling, Azure, Oracle, Management",4.3,Data Scientist
Dun & Bradstreet,"Analyst II, Data Science (R-17278)",Chennai,3000000.0,"Statistics, R, Research, SQL, Statistical analysis",3.9,Data Scientist
ITC WORLDWIDE,Python Data Analyst,Pune,400000.0,"Statistics, Big data, Spark, Microsoft SQL Server, SQL",,Data Scientist
Amex,Analyst-Data Science,Gurgaon,600000.0,"TensorFlow, Statistics, Research, SQL, Math",4.1,Data Scientist
Diageo,Analyst - Data Science,Bengaluru,1000000.0,"Azure, Big data, Alteryx, Marketing mix modeling, SQL",3.9,Data Scientist
Accenture,S&C Global Network - AI - CG&S – Analyst Data Science,Bengaluru,0.0,"Data science, AI, Analytics",3.8,Data Scientist
Locus IT Services,Forecasting Analyst/ Data Scientist,Bengaluru,500000.0,"Call center, R, Forecasting, Communication skills, Python",3.7,Data Scientist
Splashgain,Data Scientist/ Data Analyst,Gujarat,0.0,"Google AdWords, Data mining, Spark, R, Data analysis skills",3.7,Data Scientist
Genpact,DG-Business Analyst-Data Science,Hyderābād,650000.0,"Microsoft Word, SQL, Sentiment analytics, Forecasting, Data analytics",3.9,Data Scientist
Infobyte career institute,Data Science & Data Analytics Trainer,Dombivli,270000.0,"Natural language processing, Data analytics, Data science, AI, Python",,Data Scientist
Saaki Argus & Averil Consulting,Data Scientist - Banking Analytics,Hyderābād,300000.0,"Tableau, Machine learning",3.4,Data Scientist
Elite Technocrats,Python | Data Engineering | Data Analyst,Surat,400000.0,"SQL, Analysis skills, REST, Django, APIs",2.3,Data Scientist
CereSight,Big Data Analyst,India,0.0,"Data modeling, Microsoft Excel, Cassandra, Database development, Relational databases",,Data Scientist
Analytiq Learning,Data Analyst Trainer / Data Science Trainer,India,550000.0,"Power BI, Microsoft Excel, Tableau, Java, SQL",,Data Scientist
Softlogic Systems Pvt Ltd,Data science and Analysts Trainer,Chennai,360000.0,"Power BI, Tableau, Machine learning, Deep learning, Data science",,Data Scientist
Valiance Analytics,Big Data Hadoop Administrator,Gurgaon,0.0,"Node.js, Big data, Software deployment, Linux, Hadoop",,Data Scientist
AVS LLC,Data Engineer/Cloud Architect/DBA/Devops Engineer/,Remote,1423500.0,"Power BI, Azure, Cloud architecture, SQL, Database design",,Data Scientist
Valiance Solutions,BIG DATA HADOOP ADMINISTRATOR,Gurgaon,842500.0,"Node.js, Big data, Software deployment, Machine learning, Cloud computing",3.4,Data Scientist
Enviri Corporation,Azure Data Engineer,Hyderābād,600000.0,"CI/CD, Power BI, Data modeling, Azure, Business intelligence",4.0,Data Scientist
"Take-Two Interactive Software, Inc.",Data Engineer (AWS DevOps),Bengaluru,850000.0,"CI/CD, Cloud infrastructure, Kubernetes, Load balancing, DevOps",3.8,Data Scientist
Procter & Gamble,DevOps Data Engineer,Mumbai,4800000.0,"Power BI, Azure, DevOps, English, SQL",4.1,Data Scientist
Innovecture,Data Engineer,Pune,550000.0,"Data modeling, Data structures, SQL, Agile, Quality systems",4.5,Data Scientist
Airveda,Data Engineer,Gurgaon,650000.0,"TensorFlow, Elasticsearch, NoSQL, Databases, SQL",,Data Scientist
KShiyaRise,"Python Full Stack Developer / Data Engineer (Dash Framework, Snowflake)",Remote,1500000.0,"CI/CD, Performance tuning, Data modeling, Azure, CSS",,Data Scientist
Verizon,Sr Engr Cslt -Data Engineering,Hyderābād,850000.0,"Performance tuning, Business intelligence, Big data, DevOps, Spark",4.2,Data Scientist
Verizon,Engr II-Data Engineering,Chennai,800000.0,"Spark, Presentation skills, Data management, Scala, Scripting",4.2,Data Scientist
Xemplar Insights,Data Scientist,Hyderābād,0.0,"Jira, Data mining, Big data, English, AWS",4.2,Data Scientist
SuperGaming,Data Engineer,Pune,650000.0,"Power BI, Big data, Spark, NoSQL, Google Cloud Platform",4.2,Data Scientist
Verizon,Engr III Spec-Data Engineering,Chennai,800000.0,"Performance tuning, Data modeling, DevOps, Spark, SQL",4.2,Data Scientist
Zessta,Data Science Engineer,Hyderābād,600000.0,"Relational databases, Git, Databases, SQL, Machine learning",4.6,Data Scientist
"Annalect, Omnicom Media Group India Private Limited.",Data Engineering - Senior Developer,Chennai,550000.0,"Azure, Relational databases, Big data, Spark, Microsoft SQL Server",3.7,Data Scientist
Solventum,Senior Developer - Data Engineering (Bangalore),Bengaluru,550000.0,"Power BI, Data modeling, Big data, SAP, ERP systems",3.8,Data Scientist
CricHeroes,Senior Data Scientist,Ahmedabad,3600000.0,"Statistics, Data modeling, R, SQL, Statistical analysis",4.8,Data Scientist
Blobstation,Data Engineer,Ahmedabad,600000.0,"Data modeling, Azure, Business intelligence, Microsoft SQL Server, Git",4.9,Data Scientist
Ecowiser,Data Science Intern,Remote,2160000.0,"Deep learning, Data analytics, APIs, Data science, Python",5.0,Data Scientist
Helius Technologies,Data Scientist (Machine Learning),India,0.0,"TensorFlow, R, E-Commerce, SQL, Machine learning",4.2,Data Scientist
FIS Global,"Data Scientist (Python, Machine Learning)",Pune,750000.0,"TensorFlow, Data modeling, Image processing, Azure, Computer vision",3.9,Data Scientist
TechStep,Data Scientist (Machine Learning),India,0.0,"Microsoft Excel, Data mining, Software deployment, R, Analysis skills",4.7,Data Scientist
Indeed,Data Scientist II,Remote,6200000.0,"TensorFlow, Data structures, English, Machine learning, Deep learning",4.0,Data Scientist
BlueOptima,Machine Learning Data Engineer,Bengaluru,700000.0,"TensorFlow, Enterprise Software, Tableau, Project management, Machine learning",3.2,Data Scientist
Calfus,Data Scientist and Machine Learning Engineer,Bengaluru,650000.0,"TensorFlow, R, Data analysis skills, Java, Analysis skills",4.2,Data Scientist
Threeway Studio,Data Science Trainee,Remote,0.0,"Machine learning, Data science, Python",,Data Scientist
Simran Software Solutions,Data Science & Machine Learning Engineer,Farīdābād,4044000.0,"SQL, AWS, Machine learning, Data science, Python",3.6,Data Scientist
Larsen & Toubro,Data Scientist,Mumbai,2500000.0,"Data mining, Java, Machine learning, Predictive analytics, Python",3.4,Data Scientist
E2M Solutions,Data Scientist - AI & Machine,Ahmedabad,550000.0,"Machine learning, Data science, AI, Communication skills",4.1,Data Scientist
Flipkart,Data Scientist,Bengaluru,450000.0,"Statistics, R, Machine learning, Data science, Python",3.8,Data Scientist
DigiTwin Technology Pvt Ltd,Chemical Engineer - Data Science,Chennai,450000.0,"Data science, Communication skills, Python, Chemical engineering",,Data Scientist
Google,"Data Scientist, University Graduate, 2025",Bengaluru,0.0,"Statistical software, Statistics, SAS, R, Data analysis skills",4.3,Data Scientist
CEAT,Jr. Data Scientist (CEAT_JR_2519),Mumbai,550000.0,"Data mining, Internet of things, Software deployment, Databases, Microservices",4.3,Data Scientist
Ethnotech Academy,MACHINE LEARNING / DATA SCIENCE TRAINER,Bengaluru,650000.0,"Tableau, .NET, Java, Machine learning, Natural language processing",2.5,Data Scientist
Cravita Technologies India,Junior Data Scientist,India,0.0,"R, Sentiment analytics, Machine learning, Natural language processing, Data visualization",4.4,Data Scientist
ONLEI Technologies,Data Science Trainer,Remote,0.0,Data science,5.0,Data Scientist
Nithminds Private limited,Data Scientist - immediate joiner,Remote,950000.0,"SQL, Machine learning, Agile, Data science, Communication skills",,Data Scientist
BABDE,Data Engineer,India,200000.0,"Power BI, Big data, Spark, Git, Tableau",,Data Scientist
zeotap,Data Science - Intern,Bengaluru,0.0,"Data mining, Google Cloud Platform, Information security, Machine learning, Natural language processing",4.3,Data Scientist
Infocepts,Data Scientist - Junior (#40500),India,0.0,"R, Machine learning, Data science, Python",3.4,Data Scientist
SoulPage IT Solutions,Data Scientist Intern,Hyderābād,0.0,"Machine learning, Data science, Communication skills, Python",4.5,Data Scientist
cloudnet solutions,Azure Data Engineer,Remote,660000.0,"Azure, Business intelligence, Spark, SQL, AWS",,Data Scientist
AMNEX INFOTECHNOLOGIES,GIS Developers- Machine learning (Data Scientist),Ahmedabad,4200000.0,"TensorFlow, Image processing, Machine learning, Deep learning, Algorithm design",3.8,Data Scientist
cloudnet solutions,AWS Data Engineer,Remote,660000.0,"Data modeling, Big data, Regulatory reporting, NoSQL, SQL",,Data Scientist
REIZEND PRIVATE LIMITED,Data Science & AI/ML,India,500000.0,"Jira, TensorFlow, Computer science, Power BI, Data mining",3.6,Data Scientist
Subex Limited,Data Scientist,India,1900000.0,"Kubernetes, Git, Docker, Machine learning, Data science",,Data Scientist
Great River Financial Services Inc (GRFS),Data Scientist,India,400000.0,"Statistical software, R, Data analysis skills, SQL, Industrial engineering",,Data Scientist
SutiSoft Pvt Ltd,Junior Data Scientist,Hyderābād,114000.0,"TensorFlow, Power BI, Image processing, Git, Tableau",,Data Scientist
Renous,Data Engineer,Bengaluru,950000.0,"AWS, Python",,Data Scientist
Warrior tech solutions,Python Data Scientist,Remote,700000.0,"Web development, English, Machine learning, Natural language processing, Data science",,Data Scientist
Intuitive Apps Inc.,Data Science Consultant,Remote,300000.0,"TensorFlow, Analysis skills, Machine learning, Deep learning, Scalability",,Data Scientist
Blackcoffer (OPC) Pvt. Ltd,Data Scientist,Remote,720000.0,"Power BI, Azure, Big data, Enterprise Software, MongoDB",4.0,Data Scientist
Ninestars Information Technologies,Engineer - Data Science/R&D,Bengaluru,700000.0,"Image processing, Data structures, Analysis skills, Machine learning, Deep learning",3.4,Data Scientist
Xcel Corp,Jr. Data Science AI/ML Engineer / Mentor,Belgaum,0.0,"Data mining, SQL, AWS, Machine learning, Natural language processing",,Data Scientist
Sierra Support Centre Pvt. Ltd,Data Scientist,Remote,840000.0,"SAP, Salesforce, R, AWS, Analysis skills",,Data Scientist
Xplor,Data Science -AI/ML,Pune,550000.0,"TensorFlow, Power BI, Azure, AWS, Machine learning",3.5,Data Scientist
Nashbud Labs,Data Engineer,Remote,1050000.0,"Big data, Spark, AWS, Communication skills, Python",,Data Scientist
Inventive In Tech,Teaching Faculty For Artificial Intelligence/data science/Join Immediately,India,120000.0,"English, Tamil, Natural language processing, Data science, AI",,Data Scientist
Munificent Resource Engineering Management services pvt ltd,Data Scientist,Remote,1080000.0,"TensorFlow, Statistics, AWS, Machine learning, Predictive analytics",,Data Scientist
Veracity Software,Jr Data Scientist,India,0.0,"SAS, R, Machine learning, Python",4.1,Data Scientist
Intellipro Group Inc,Data Science Engineer,India,550000.0,"Data structures, R, Windows, Tableau, Databases",4.2,Data Scientist
Emplay Inc,Data Scientist,Remote,1250000.0,"TensorFlow, .NET, SQL, Analysis skills, Docker",3.9,Data Scientist
Mapmygenome,Data Scientist,Hyderābād,400000.0,Machine learning,2.9,Data Scientist
Virtusa,Data Engineer,Andhra Pradesh,0.0,"Kubernetes, SQL, AWS, Data analytics, APIs",3.7,Data Scientist
Creencia Technologies Private Limited,Data Scientist,Bengaluru,1300000.0,"TensorFlow, Data structures, R, SQL, Statistical analysis",,Data Scientist
Zensar Technologies,Sr. Data Scientist/Machine Learning Engineer,Mumbai,1850000.0,"Image processing, Azure, Computer vision, Software deployment, Git",3.9,Data Scientist
Tech Concierge Pro,Data Scientist (Python),Remote,0.0,"Power BI, Azure, Data mining, Big data, Spark",,Data Scientist
eduCLaaS,Product Manager - Data Science (India-remote),Bengaluru,600000.0,"Jira, Java, SQL, Product management, Balsamiq",4.6,Data Scientist
Intuitive Surgical,Python Data Integration Engineer,Bengaluru,750000.0,"CI/CD, Azure, Kubernetes, SAP, SQL",4.4,Data Scientist
Microsoft,Software Engineer (Data Engineering),Hyderābād,850000.0,"Power BI, Azure, Business intelligence, C#, NoSQL",4.2,Data Scientist
BP Energy,Data Engineer,Pune,2400000.0,"CI/CD, Data modeling, Azure, Internet of things, DevOps",3.9,Data Scientist
BP Energy,Staff Data Engineer,Pune,2400000.0,"CI/CD, Azure, DevOps, Data structures, Spark",3.9,Data Scientist
BP Energy,Senior Data Engineer,Pune,2400000.0,"CI/CD, Azure, DevOps, Data structures, Spark",3.9,Data Scientist
Vendasta,Data Engineer,Chennai,0.0,"Cloud infrastructure, Kanban, Google Cloud Platform, SQL, Quality assurance",3.7,Data Scientist
Tranzmeo,Big Data Application Support Engineer (Fresher),India,0.0,"Big data, Kafka, Communication skills",4.6,Data Scientist
BP Energy,Senior Data Engineer,Pune,2400000.0,"CI/CD, C#, .NET, Java, SQL",3.9,Data Scientist
NVIDIA,"Senior Data Engineer, Site Reliability Engineering",Bengaluru,750000.0,"Go, Big data, Java, Distributed systems, Scala",4.5,Data Scientist
BP Energy,Staff Data Engineer,Pune,2400000.0,"C#, .NET, Java, SQL, OOP",3.9,Data Scientist
Experian,Software Engineer - Data Engineer,Hyderābād,0.0,"Software deployment, AWS, S3, Business requirements, Data warehouse",4.2,Data Scientist
Apple,Big Data Site Reliability Software Engineer,Bengaluru,0.0,"Elasticsearch, Oracle, Go, Software troubleshooting, Kubernetes",4.1,Data Scientist
mindcurv,Data Engineer ( Databricks Specialist),Coimbatore,4800000.0,"CI/CD, Power BI, Data modeling, Spark, Git",4.4,Data Scientist
Insight Business Reengineering,Senior Data Engineer - Snowflake,India,1150000.0,"Performance tuning, Azure, English, Databases, SQL",,Data Scientist
Visa,"Staff Data Engineer, Data Engineering",Bengaluru,700000.0,"CI/CD, Program management, Big data, Software deployment, Git",3.9,Data Scientist
Amgen,MDM Data Engineer,Hyderābād,700000.0,"SAFe, Oracle, SAP, Data structures, Data analysis skills",4.1,Data Scientist
bp,Data Engineer,Pune,2400000.0,"CI/CD, Data modeling, Azure, Internet of things, DevOps",3.9,Data Scientist
bp,Staff Data Engineer,Pune,2400000.0,"C#, .NET, Java, SQL, OOP",3.9,Data Scientist
Angel broking,SRE2 -Data Engineering,India,0.0,"Big data, Spark, Databases, SQL, AWS",4.4,Data Scientist
bp,Senior Data Engineer,Pune,2400000.0,"CI/CD, C#, .NET, Java, SQL",3.9,Data Scientist
CPP Investments,"Engineer, Data Engineers",Mumbai,650000.0,"CI/CD, Cassandra, Big data, DevOps, Spark",3.2,Data Scientist
e24 Technologies Pvt Ltd.,Senior Data Engineer,Chennai,1000000.0,"TensorFlow, Data modeling, Azure, Big data, Spark",,Data Scientist
NCS Pte Ltd.,Senior Data Engineer,India,0.0,"Azure, XML, Big data, Spark, Git",3.3,Data Scientist
Golden Eagle IT Technologies,Sr. Data Scientist,Indore,550000.0,"TensorFlow, Image processing, Azure, Computer vision, Big data",4.1,Data Scientist
CPP Investments,"Lead Data Engineer, Technology & Data",Mumbai,650000.0,"CI/CD, Cassandra, Big data, DevOps, Spark",3.2,Data Scientist
Visa,Data Engineer - Sr. Consultant,Bengaluru,700000.0,"TensorFlow, CI/CD, Operating systems, Security analysis, React",3.9,Data Scientist
Visa,Staff Data Engineer (Open source committers/contributors),Bengaluru,700000.0,"Go, Kubernetes, Ansible, DevOps, Spark",3.9,Data Scientist
Drivetrain AI,Software Engineer (Data Engineering),Remote,0.0,"Computer science, Big data, Spark, SQL, Data warehouse",4.8,Data Scientist
HSBC,Data Engineer/Senior Software Engineer,Hyderābād,750000.0,"DB2, Data structures, SQL, Agile, Communication skills",3.9,Data Scientist
