company_name,job_role,job_location,salary_lpa,skills,company_rating,standardized_job_role
Toppan Merrill,Site Reliability Engineer,Chennai,5.0,"Azure, Kubernetes, Ansible, C#, NoSQL",3.6,Site-Reliability Engineer
Infosys,Site Reliability Engineer - QLTY,Bengaluru,9.5,"CI/CD, Azure, Node.js, React, Kubernetes",3.6,Site-Reliability Engineer
Aexonic Technologies,SITE RELIABILITY ENGINEER,India,8.0,"Kubernetes, AWS, Analysis skills, Distributed systems, Leadership",4.5,Site-Reliability Engineer
Zensar Technologies,Site Reliability Engineering (SRE) Team Member,Bengaluru,18.888166666666667,"CI/CD, JUnit, Kubernetes, DevOps, IT service management",3.9,Site-Reliability Engineer
Hutech Solutions,Site Reliability Engineer,Bengaluru,6.0,"CI/CD, TCP, Load balancing, System architecture, Windows",4.4,Site-Reliability Engineer
DSRC,Site Reliability Engineer,Chennai,6.5,"Kubernetes, Encryption, English, .NET, Java",4.2,Site-Reliability Engineer
Renovision Automation Services Pvt. Ltd,Site Reliability Engineer,Farīdābād,5.0,"Data center experience, Azure, Node.js, Cassandra, Software deployment",3.7,Site-Reliability Engineer
NatWest,"Site Reliability Engineer, AVP",Bengaluru,8.5,"Azure, Software troubleshooting, Software deployment, .NET, ITIL",4.1,Site-Reliability Engineer
Sezzle,Site Reliability Engineer (India),Delhi,32.5,"CI/CD, Elasticsearch, Cloud infrastructure, Go, React",3.9,Site-Reliability Engineer
"Flexera Software, Inc.","Member of Technical Staff, Site Reliability Engineer",India,6.363636363636363,"Azure, Go, Incident management, Kubernetes, Kanban",3.7,Site-Reliability Engineer
Kyndryl,Site Reliability Engineer - Compute,Greater Noida,48.0,"Ansible, Configuration management, Git, Quality assurance, Distributed systems",3.9,Site-Reliability Engineer
Litera,Site Reliability Engineer,Ahmedabad,7.0,"Azure, Management, PCI, IIS, SOX",3.3,Site-Reliability Engineer
Pitney Bowes,Site Reliability Engineer,Noida,7.0,"Cisco ISE, Azure, Ansible, Load balancing, OSPF",3.3,Site-Reliability Engineer
SIXT India,Site Reliability Engineer III,Bengaluru,8.0,"Software troubleshooting, Kubernetes, Customer service, Git, AWS",3.5,Site-Reliability Engineer
"Red Hat, Inc.",Principal Site Reliability Engineer,Remote,10.346153846153847,"TCP, Azure, Go, Kubernetes, Ansible",4.2,Site-Reliability Engineer
JPMorganChase,India Technology - Site Reliability Engineer II,Mumbai,48.0,"CI/CD, Computer science, Kubernetes, Learning technology, Git",4.0,Site-Reliability Engineer
Rackspace,Site Reliability Engineer III-IN,Remote,9.14125,"Pricing, Software troubleshooting, Ansible, Software deployment, DevOps",3.5,Site-Reliability Engineer
Zessta,Site Reliability Engineer,Hyderābād,6.5,"CI/CD, System administration, Azure, Kubernetes, Customer service",4.6,Site-Reliability Engineer
Bank of America,Site Reliability Engineer II - GBS IND,Hyderābād,8.5,"CI/CD, Cloud infrastructure, Azure, Kubernetes, Ansible",4.0,Site-Reliability Engineer
Cisco Systems,"Principal Site Reliability Engineer, Efficiency and Performance",Bengaluru,8.0,"Cloud infrastructure, Go, Kubernetes, OS Kernels, AWS",4.1,Site-Reliability Engineer
BerryBytes,Site Reliability Engineer (SRE) & DevOps Engineer,Remote,6.223214285714286,"CI/CD, Azure, Kubernetes, Ansible, Relational databases",3.4,Site-Reliability Engineer
PhonePe,Site Reliability Engineer-NetOps,Pune,48.0,"Azure, Operating systems, Go, Ansible, OSPF",3.9,Site-Reliability Engineer
Oracle,Senior Site Reliability Engineer,India,7.354166666666667,"CI/CD, Performance tuning, Cloud infrastructure, Oracle, Kubernetes",3.8,Site-Reliability Engineer
Technology Next,Site Reliability Engineer,Gurgaon,6.0,"CI/CD, Azure, Kubernetes, Ansible, Git",0.0,Site-Reliability Engineer
Akamai,Senior Reliability Engineer - Remote -,Remote,7.375,"Salt, Ansible, Firewall, Distributed systems, Terraform",4.6,Site-Reliability Engineer
BNP Paribas,Site Reliability Engineer,Mumbai,4.5,"CI/CD, Kubernetes, Ansible, DevOps, Analysis skills",3.8,Site-Reliability Engineer
S&P Global,Site Reliability Engineer - O/S,Gurgaon,8.5,"Cloud infrastructure, Ansible, AWS, Terraform, LDAP",4.1,Site-Reliability Engineer
Pitney Bowes,Senior Site Reliability Engineer,Pune,6.0,"Jira, CI/CD, Software troubleshooting, Kubernetes, Ansible",3.3,Site-Reliability Engineer
Simplify360 (A Nextiva Company),Site Reliability Engineer II (Voice),Bengaluru,8.5,"TCP, System administration, Azure, Kubernetes, XML",4.5,Site-Reliability Engineer
Innovaccer,Site Reliability Engineer -I,Noida,8.0,"Elasticsearch, Azure, Kubernetes, Ansible, DevOps",3.9,Site-Reliability Engineer
Finastra USA Corporation,Expert Site Reliability Engineer,Bengaluru,6.5,"CI/CD, Cloud infrastructure, System administration, Azure, Operating systems",4.1,Site-Reliability Engineer
Intellion Technologies Pvt Ltd,Site Reliability Engineer Trainer needed-Parrtime,India,1.5,"Communication skills, Teaching experience",0.0,Site-Reliability Engineer
Safe Securities,Site Reliability Engineer II,Delhi,10.346153846153847,"Jira, CI/CD, Cloud infrastructure, Software troubleshooting, Kubernetes",4.2,Site-Reliability Engineer
Scandid,Site Reliability Engineer,Pune,7.0,"Go, Node.js, React, Tomcat, iOS",4.2,Site-Reliability Engineer
Vimeo,Senior Site Reliability Engineer (India),Bengaluru,6.5,"Cloud infrastructure, Go, Software troubleshooting, Ansible, Data structures",3.7,Site-Reliability Engineer
Convoso,Site Reliability Engineer,Vadodara,4.0,"CI/CD, Data center experience, Tomcat, Configuration management, Virtualization",3.2,Site-Reliability Engineer
Cisco ThousandEyes,"Site Reliability Engineering Manager, Efficiency and Performance",Bengaluru,8.0,"Cloud infrastructure, AWS, Distributed systems, Terraform, Leadership",3.9,Site-Reliability Engineer
Amgen,Principal Site Reliability Engineer,Hyderābād,7.0,"Performance tuning, Azure, Incident management, Kubernetes, Ansible",4.1,Site-Reliability Engineer
Zensar Technologies,"Site Reliability Engineer (SRE) _India-Pune_ 10+ Yrs., _ 1 Position",India,18.888166666666667,"CI/CD, Azure, Kubernetes, Software deployment, DevOps",3.9,Site-Reliability Engineer
Ansira,Site reliability Engineer,Noida,4.5,"CI/CD, Azure, Kubernetes, Git, Google Cloud Platform",3.0,Site-Reliability Engineer
Veeam Software,"Engineering Manager, Site Reliability",Bengaluru,6.0,"CI/CD, Cloud infrastructure, Azure, Go, Kubernetes",3.9,Site-Reliability Engineer
Amex,Senior Site Reliability Engineer,Bengaluru,9.5,"Elasticsearch, Azure, Go, Management, Kubernetes",4.1,Site-Reliability Engineer
ABBYY,Software Engineer for Site Reliability,India,5.0,"Image processing, Azure, Go, Node.js, Kubernetes",2.7,Site-Reliability Engineer
GoDaddy,Site Reliability Engineer,India,6.363636363636363,"CI/CD, Cloud infrastructure, Azure, Kubernetes, Ansible",3.7,Site-Reliability Engineer
Metclouds Technologies,Senior Site Reliability Engineer,India,7.354166666666667,"CI/CD, System administration, Ansible, Configuration management, Firewall",3.8,Site-Reliability Engineer
"Intercontinental Exchange Holdings, Inc.",Site Reliability Engineer,Pune,3.48,"CI/CD, Azure, Salt, Windows, .NET",3.4,Site-Reliability Engineer
zeotap,Senior Infra & Site Reliability Engineer,Bengaluru,8.5,"Cloud infrastructure, Software deployment, NoSQL, Google Cloud Platform, Information security",4.3,Site-Reliability Engineer
AutoRABIT Holding Inc.,Lead Site Reliability Engineer,Hyderābād,8.0,"CI/CD, Elasticsearch, PCI, Kubernetes, Ansible",3.7,Site-Reliability Engineer
Amex,Site Reliability Engineer,Bengaluru,9.5,"Elasticsearch, Azure, Go, Management, Kubernetes",4.1,Site-Reliability Engineer
Credit Karma,Senior Software Site Reliability Engineer I,Bengaluru,7.5,"CI/CD, TCP, Azure, Go, Kubernetes",4.2,Site-Reliability Engineer
Zenoti,Manager Site Reliability Engineer,Hyderābād,5.0,"CI/CD, Ansible, DevOps, Git, Microservices",3.7,Site-Reliability Engineer
Gamemano,Site Reliability Engineer,Noida,2.5,"CI/CD, Cloud infrastructure, Azure, Kubernetes, Ansible",0.0,Site-Reliability Engineer
Optum,Lead Site Reliability Engineer,Chennai,7.5,"CI/CD, Cloud infrastructure, Incident management, Ansible, DevOps",3.5,Site-Reliability Engineer
